MacroPlot Name,Date,Index,Transect,SampLoc,OffSet,LittDep,LiveMoss,DeadMoss,UppDuffDep,LowDuffDep,LichDep,FuelbedDep,ExpDLFuConSt,Comment,UV1,UV2,UV3,NumTran,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,
DENA-HZF-Z3-26,8/13/2021 6:35:20 PM,-2147483647,1,2,False,,1,2,6,11,,20,Default,,,HYSP,16m,,,,,,,,,
DENA-TLS-38,7/11/2022 12:13:21 PM,,,,,,,,,,,,,,,,,1,M Behrens; T Schaub,M Behrens,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-38,7/11/2022 12:13:21 PM,-2147483648,1,1,False,2,6,13,4,3,0,28,Default,,0M,DUFF,,,,,,,,,,
DENA-TLS-38,7/11/2022 12:13:21 PM,-2147483647,1,2,False,0,5,7,5,1,3,21,Default,,16M,DUFF,,,,,,,,,,
DENA-TLS-26,6/22/2022 1:52:29 PM,,,,,,,,,,,,,,,,,1,J Barnes,T. Schaub,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-26,6/22/2022 1:52:29 PM,-2147483648,1,1,False,3,0,0,8,0,0,11,Default,,,,,,,,,,,,,
DENA-TLS-26,6/22/2022 1:52:29 PM,-2147483647,1,2,False,0,4,3,7,4,0,18,Default,,,,,,,,,,,,,
DENA-TLS-22,6/24/2022 3:39:43 PM,,,,,,,,,,,,,,,,,1,J. Barnes; T. Schaub; M. Behrens,T. Schaub,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-22,6/24/2022 3:39:43 PM,-2147483648,1,1,False,0,9,5,5,4,0,23,Default,,,,,,,,,,,,,
DENA-TLS-22,6/24/2022 3:39:43 PM,-2147483647,1,2,False,0,4,4,8,9,0,25,Default,,,,,,,,,,,,,
DENA-A274-G4,8/16/2016 9:56:09 AM,,,,,,,,,,,,,,,,,1,Rachel Loehman,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,,,True,
DENA-A274-G4,8/16/2016 9:56:09 AM,-2147483648,1,1,False,0.5,,0.2,12,14,1,27.5,Default,,,,,,,,,,,,,
DENA-A274-G4,8/16/2016 9:56:09 AM,-2147483647,1,2,False,,0.2,2,10,7,2,22,Default,,,,,,,,,,,,,
DENA-A274-G4,8/16/2016 9:56:09 AM,-2147483646,1,3,False,,0.5,1,11,,,12,Default,Hit mineral soil.,,,,,,,,,,,,
B664-91-494,7/18/2005 1:03:05 PM,,,,,,,,,,,,,,,,,1,Parker,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
B664-91-494,7/18/2005 1:03:05 PM,-2147483648,1,1,False,0,1,2,21,2,0,26,Default,,,,0m,,,,,,,,,
B664-91-494,7/18/2005 1:03:05 PM,-2147483647,1,2,False,0,1,2,26,0,0,29,Default,,,,30m,,,,,,,,,
DENA-A274-H6,8/17/2016 1:53:56 PM,,,,,,,,,,,,,,,,,1,Rachel Loehman,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,,,True,
DENA-A274-H6,8/17/2016 1:53:56 PM,-2147483648,1,1,False,,,,,1.5,0.2,1.7,Default,Ash layer below LD.,,,,,,,,,,,,
DENA-A274-H6,8/17/2016 1:53:56 PM,-2147483647,1,2,False,0.2,0.25,,,2.5,,3.45,Default,Mineral soil below LD.,,,,,,,,,,,,
DENA-A274-H6,8/17/2016 1:53:56 PM,-2147483646,1,3,False,0.2,0.2,0.2,,2,,2.6,Default,Mineral soil below LD.,,,,,,,,,,,,
DENA-A274-G2,8/16/2016 1:58:54 PM,,,,,,,,,,,,,,,,,1,Rachel Loehman,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,,,True,
DENA-A274-G2,8/16/2016 1:58:54 PM,-2147483648,1,1,False,0.5,0.2,7,6,2,1,16.5,Default,,,,,,,,,,,,,
DENA-A274-G2,8/16/2016 1:58:54 PM,-2147483647,1,2,False,,6,3,7,4,,20,Default,LD is 4+ cm; hit PF.,,,,,,,,,,,,
DENA-A274-G2,8/16/2016 1:58:54 PM,-2147483646,1,3,False,,2,,8,7,2,19,Default,LD is 7+ cm; hit PF.,,,,,,,,,,,,
127-B002,6/15/2005 12:44:07 PM,,,,,,,,,,,,,,,,,1,D. Ostmann & C. Reynar,J. Northway,Surface layer burn severity,Surface layer code at point where duff plug was taken,,,True,
127-B002,6/15/2005 12:44:07 PM,-2147483648,1,1,False,0.1,3,4,5,11,0,,Default,,,,,,,,,,,,,
127-B002,6/15/2005 12:44:07 PM,-2147483647,1,2,False,0.1,0,0,0,0,0,,Default,Soil below litter layer (15cm to permafrost),,,,,,,,,,,,
NOAT-SID-G05,6/24/2011 8:57:22 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-SID-G05,6/24/2011 8:57:22 AM,-2147483648,1,1,False,,,,,,,,Default,no data collected,,,,,,,,,,,,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,,,,,,,,,,,,,,,,,1,Jennifer Hrobak; McKinley Neuser,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,-2147483648,1,1,False,,3.5,2,12,14,,31.5,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-07,6/23/2021 2:20:41 PM,-2147483647,1,2,False,,3,2,14,13,,32,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-07,6/26/2023 12:07:04 PM,,,,,,,,,,,,,,,,,1,,S. Stehn,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-07,6/26/2023 12:07:04 PM,1,1,1,False,1,4,4,4,2,0,15,Default,,,HYLSPL,0m,,,,,,,,,
DENA-HQ-TX-07,6/26/2023 12:07:04 PM,2,1,2,False,1,6,7,7,6,0,27,Default,,,HYLSPL,16m,,,,,,,,,
A255-90-296,7/14/2005 1:43:06 PM,,,,,,,,,,,,,,,,,1,Parker; Olson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A255-90-296,7/14/2005 1:43:06 PM,-2147483648,1,1,False,2,0,0,0,0,0,2,Default,,,,0m,,,,,,,,,
A255-90-296,7/14/2005 1:43:06 PM,-2147483647,1,2,False,3,0,0,0,,0,,Default,Lower duff was noted as very deep (infinite). Was not measured. ,,GRASS,30m,,,,,,,,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,,,,,,,,,,,,,,,,,1,J Mitchell; R Wilson; M Llanes; C Campanelli; H Bradshaw,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483648,1,1,False,,,,,10,,10,Default,to sand,,,0m,,,,,,,,,
DENA-HZF-C-04RL,7/23/2009 1:43:12 AM,-2147483647,1,2,False,,,,,10,,10,Default,to sand,,,16m,,,,,,,,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,,,,,,,,,,,,,,,,,1,M. Neuser; W. Gautsh,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken  ,Sample Location,,True,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483648,1,1,False,,1.5,5,6,3,,15.5,Default,Sampled to MIN.,,PLSC,,,,,,,,,,
DENA-HZF-C-04RL,8/12/2021 1:39:37 PM,-2147483647,1,2,False,,2,5,5,12,,24,Default,Sampled to MIN.,,HYSP,,,,,,,,,,
DENA-A274-F9,7/22/2016 12:43:09 PM,,,,,,,,,,,,,,,,,1,Rachel Loehman; Esther Babcock,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,,,True,
DENA-A274-F9,7/22/2016 12:43:09 PM,-2147483648,1,1,False,1,0.2,0.2,6,12,0.2,19,Default,Near 0M,,,,,,,,,,,,
DENA-A274-F9,7/22/2016 12:43:09 PM,-2147483647,1,2,False,0.2,0.2,,22,,,22,Default,Depth is 22+ cm . Did not reach lower duff. In tussock. Near 15M.,,,,,,,,,,,,
DENA-A274-F9,7/22/2016 12:43:09 PM,-2147483646,1,3,False,0.2,0.2,,22,,,22,Default,Depth is 22+ cm. Did not reach lower duff,,,,,,,,,,,,
NOAT-NAN-F03,6/23/2011 8:20:27 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-NAN-F03,6/23/2011 8:20:27 AM,-2147483648,1,1,False,,,,,,,,Default,no duff plug collected,,,,,,,,,,,,
NOAT-TUT-D04,6/25/2011 8:06:06 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-TUT-D04,6/25/2011 8:06:06 PM,-2147483648,1,1,False,0,0,0.5,9.5,9,0,19,Default,unburned surface layer code likely feathermoss; still 4 cm of lower duff to ice,burned- mod/high severity,DM,,,,,,,,,,
DENA-TLS-36,7/1/2022 1:09:39 PM,,,,,,,,,,,,,,,,,1,M Behrens T Schaub R brand,M behrens,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483648,1,1,False,0,7,14,6,4,0,31,Default,,,DUFF,0M,,,,,,,,,
DENA-TLS-36,7/1/2022 1:09:39 PM,-2147483647,1,2,False,0,3,7,6,4,0,20,Default,,,DUFF,16M,,,,,,,,,
DENA-A274-F12,7/22/2016 3:48:31 PM,,,,,,,,,,,,,,,,,1,Rachel Loehman; Esther Babcock,J. Hrobak,,,,,True,
DENA-A274-F12,7/22/2016 3:48:31 PM,-2147483648,1,1,False,,,,,,,,Default,Samples not collected. Estimated from soil cores. Duff depth = 45 cm. 2.5 cm mineral soil; then permafrost.,,,,,,,,,,,,
A148-90-317,7/8/2005 4:17:50 PM,,,,,,,,,,,,,,,,,1,DO,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A148-90-317,7/8/2005 4:17:50 PM,-2147483648,1,1,False,0,2,1.5,2,5,0,10.5,Default,,,,0m,,,,,,,,,
A148-90-317,7/8/2005 4:17:50 PM,-2147483647,1,2,False,0,1.5,1,1,4,0,7.5,Default,,,,30m,,,,,,,,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,,,,,,,,,,,,,,,,,1,J Mitchell; R Wilson; M Llanes; C Campanelli; H Bradshaw,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483648,1,1,False,,3,2.5,,8,,13.5,Default,mineral soil,,,0m,,,,,,,,,
DENA-HZF-C-02RL,7/23/2009 1:31:23 AM,-2147483647,1,2,False,1,,,,16.5,,17.5,Default,rock,,,16m,,,,,,,,,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,,,,,,,,,,,,,,,,,1,J. O'Connor,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-HZF-C-02RL,7/14/2021 5:59:28 PM,-2147483648,1,1,False,0,3,3,6,3,0,15,Default,,,,,,,,,,,,,
A303-00-1376,7/19/2005 9:37:23 AM,,,,,,,,,,,,,,,,,1,RD,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A303-00-1376,7/19/2005 9:37:23 AM,-2147483648,1,1,False,0,1,3,12,4,0,20,Default,,,,0m,,,,,,,,,
A303-00-1376,7/19/2005 9:37:23 AM,-2147483647,1,2,False,1,2,3,6,5,0,17,Default,,,,30m,,,,,,,,,
A288-00-1358,7/18/2005 12:54:27 PM,,,,,,,,,,,,,,,,,1,Parker,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A288-00-1358,7/18/2005 12:54:27 PM,-2147483648,1,1,False,0,0,1,20,0,2,23,Default,,,,0m,,,,,,,,,
A288-00-1358,7/18/2005 12:54:27 PM,-2147483647,1,2,False,0,0,3,7,7,10,27,Default,,,,30m,,,,,,,,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,,,,,,,,,,,,,,,,,1,J Mitchell; M Llanes; C Campanelli; H Bradshaw; R Wilson; B McCreary,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483648,1,1,False,,,,,13,,13,Default,To permafrost,,,0m,,,,,,,,,
DENA-HZF-C-16,7/25/2009 5:42:25 PM,-2147483647,1,2,False,,,,,23,,23,Default,To permafrost,,,16m,,,,,,,,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,,,,,,,,,,,,,,,,,1,J Barnes,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483648,1,1,False,,3,3,10,8,,24,Default,,,HYSP/PLSC,,,,,,,,,,
DENA-HZF-C-16,8/11/2021 3:26:33 PM,-2147483647,1,2,False,,4,5,8,7,,24,Default,,,PLSC,,,,,,,,,,
A391-90-50,7/6/2005 2:00:52 PM,,,,,,,,,,,,,,,,,1,Stinchfield; Parker; Allen,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A391-90-50,7/6/2005 2:00:52 PM,-2147483648,1,1,False,0,5.5,6,12,6.5,2,32,Default,,0m,,,,,,,,,,,
A391-90-50,7/6/2005 2:00:52 PM,-2147483647,1,2,False,0,4,3.5,21.5,29,0,58,Default,,30m,,,,,,,,,,,
A391-90-50,7/27/2011 3:45:05 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
A391-90-50,7/27/2011 3:45:05 PM,-2147483648,1,6,True,1,1,12,,,0,14,Default,Dead moss extends beyond pit depth; total duff depth not known.  Live moss is POST; dead moss is SPHAG,POST,,,,,,,,,,,
A391-90-50,7/27/2011 3:45:05 PM,-2147483647,1,18,True,1,1,12,,,0,14,Default,Dead moss extends beyond pit depth; total duff depth not known.  Live moss is POST; dead moss is SPHAG,POST,,,,,,,,,,,
DENA-TLS-35,7/11/2022 11:28:43 AM,,,,,,,,,,,,,,,,,1,M Behrens T schaub,M Behrens,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-35,7/11/2022 11:28:43 AM,-2147483648,1,1,False,0,5,28,2,4,0,39,Default,,,DUFF,0M,,,,,,,,,
DENA-TLS-35,7/11/2022 11:28:43 AM,-2147483647,1,2,False,0,6,6,8,8,0,28,Default,,,DUFF,16M,,,,,,,,,
B288-01-1106,7/7/2005 9:09:26 AM,,,,,,,,,,,,,,,,,1,,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
B288-01-1106,7/7/2005 9:09:26 AM,-2147483648,1,1,False,1,0,0,5,6,0,12,Default,,,,0m,,,,,,,,,
B288-01-1106,7/7/2005 9:09:26 AM,-2147483647,1,2,False,1,0,8,4,5,0,18,Default,,,,30m,,,,,,,,,
A391-90-47,7/6/2005 2:46:43 PM,,,,,,,,,,,,,,,,,1,Parker,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A391-90-47,7/6/2005 2:46:43 PM,-2147483648,1,1,False,0,1,2,3,2,0,8,Default,,,,0m,,,,,,,,,
A391-90-47,7/6/2005 2:46:43 PM,-2147483647,1,2,False,3,1,2,6,7,0,19,Default,,,,30m,,,,,,,,,
A391-90-47,7/27/2011 10:16:46 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
A391-90-47,7/27/2011 10:16:46 AM,-2147483648,1,0,False,3,0,0,4,4,0,11,Default,lower duff extends from 4 cm down. Total duff depth not recorded; pit not as deep as duff layer,,,,,,,,,,,,
A391-90-47,7/27/2011 10:16:46 AM,-2147483647,1,30,False,4,0,0,10,,0,14,Default,lower duff extends from 14 cm down. total duff depth not recorded; pit not as deep as duff layer,,,,,,,,,,,,
NOAT-NAV-H03,6/22/2011 7:59:12 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-NAV-H03,6/22/2011 7:59:12 AM,-2147483648,1,0,False,0,0,3.5,3,0,0,6.5,Default,orange mineral soil from 6.5-8.5 cm ,burned- mod-high severity,DM,,,,,,,,,,
NOAT-Racine-NOAT3,7/27/2017 12:05:18 PM,,,,,,,,,,,,,,,,,1,J. Barnes; J. Hrobak; D. Swanson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
NOAT-Racine-NOAT3,7/27/2017 12:05:18 PM,-2147483648,1,1,False,0,2,4,2,15,0,23,Default,Possible charcoal at 4 cm into LD. Sampled to Soil.,,HYSP,BSW Corner,,,,,,,,,
NOAT-Racine-NOAT3,7/27/2017 12:05:18 PM,-2147483647,1,2,False,0,1,4,3,30,0,38,Default,Charcoal at 5 cm into LD. Sampled to Ice.,,MOSS,ANW Corner,,,,,,,,,
NOAT-Racine-NOAT3,7/27/2017 12:05:18 PM,-2147483646,1,3,False,0,2,3,6,7,0,18,Default,Charcoal at 2 cm into UD. Sampled to Soil.,,AULA,ANE Corner,,,,,,,,,
127-B003,6/15/2005 12:04:27 PM,,,,,,,,,,,,,,,,,1,D. Ostmann & C. Reynar,J. Northway,Surface layer burn severity,Surface layer code at point where duff plug was taken,,,True,
127-B003,6/15/2005 12:04:27 PM,-2147483648,1,1,False,0,2,2.5,2,5,0,,Default,,,,,,,,,,,,,
127-B003,6/15/2005 12:04:27 PM,-2147483647,1,2,False,0.5,0,0,2,1,0,,Default,,,,,,,,,,,,,
DENA-TLS-19,8/4/2022 5:05:10 PM,,,,,,,,,,,,,,,,,1,M. Behrens; T. Schaub,M. Behrens,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-19,8/4/2022 5:05:10 PM,-2147483648,1,1,False,0,4,4,2,1,0,11,Default,,,DUFF,0M,,,,,,,,,
DENA-TLS-19,8/4/2022 5:05:10 PM,-2147483647,1,2,False,0,4,4,3,3,0,14,Default,,,DUFF,16M,,,,,,,,,
NOAT-TUT-C04,6/25/2011 10:48:35 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-TUT-C04,6/25/2011 10:48:35 AM,-2147483648,1,1,False,0,0,1,9,6,0,16,Default,charred sphagnum and aulacomium,burned- charred; low severity,DM,,,,,,,,,,
A288-00-1359,7/18/2005 9:31:36 AM,,,,,,,,,,,,,,,,,1,Parker,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A288-00-1359,7/18/2005 9:31:36 AM,-2147483648,1,1,False,0,2,5,9,6,0,22,Default,,,,0m,,,,,,,,,
A288-00-1359,7/18/2005 9:31:36 AM,-2147483647,1,2,False,0,0,2,5,8,0,15,Default,Top 5 cm of live moss & dead moss was consumed. ,,,30m,,,,,,,,,
NOAT-SID-G02,6/24/2011 8:36:03 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-SID-G02,6/24/2011 8:36:03 PM,-2147483648,1,1,False,,,,,,,,Default,no data collected,,,,,,,,,,,,
A303-00-1372,7/19/2005 12:54:42 PM,,,,,,,,,,,,,,,,,1,Stinchfield; Olson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A303-00-1372,7/19/2005 12:54:42 PM,-2147483648,1,1,False,0,1,0,0,8,0,9,Default,,,,0m,,,,,,,,,
A303-00-1372,7/19/2005 12:54:42 PM,-2147483647,1,2,False,0,1,0,0,14,0,15,Default,,,,30m,,,,,,,,,
DENA-TLS-31,6/27/2022 1:48:28 PM,,,,,,,,,,,,,,,,,1,M. Behrens; T. Schaub; R. Brand,M. Behrens,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-31,6/27/2022 1:48:28 PM,-2147483648,1,1,False,0.5,2.5,3,5.5,14,0,25.5,Default,,16M,DUFF,,,,,,,,,,
DENA-TLS-31,6/27/2022 1:48:28 PM,-2147483647,1,2,False,0.5,3,3,2,11.5,0,20,Default,,0M,DUFF,,,,,,,,,,
A223-86-235,7/8/2005 8:35:19 AM,,,,,,,,,,,,,,,,,1,Stinchfield; Olson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A223-86-235,7/8/2005 8:35:19 AM,-2147483648,1,1,False,1,5,6,5,3,0,20,Default,,,,0m,,,,,,,,,
A223-86-235,7/8/2005 8:35:19 AM,-2147483647,1,2,False,1,1,1,4,2,0,9,Default,,,,30m,,,,,,,,,
A148-90-297,7/8/2005 3:22:02 PM,,,,,,,,,,,,,,,,,1,Reynar,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A148-90-297,7/8/2005 3:22:02 PM,-2147483648,1,1,False,0,5.5,,3.5,4,0,13,Default,Mineral Soil below lower duff.,,POJU,0m,,,,,,,,,
A148-90-297,7/8/2005 3:22:02 PM,-2147483647,1,2,False,0.1,0,0,10,2.5,0,12.5,Default,,,,30m,,,,,,,,,
B288-01-1098,7/7/2005 8:19:51 AM,,,,,,,,,,,,,,,,,1,Olson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
B288-01-1098,7/7/2005 8:19:51 AM,-2147483648,1,1,False,1,0,0,7,10,0,18,Default,,,,0m,,,,,,,,,
B288-01-1098,7/7/2005 8:19:51 AM,-2147483647,1,2,False,1,0,0,5,11,0,17,Default,,,,30m,,,,,,,,,
DENA-HQ-TX-14,6/22/2021 3:05:05 PM,,,,,,,,,,,,,,,,,1,J Hrobak; M Neuser,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-14,6/22/2021 3:05:05 PM,-2147483648,1,1,False,,2,2.5,4,3,,11.5,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-14,6/22/2021 3:05:05 PM,-2147483647,1,2,False,,0.5,0.3,1.2,1,,3,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-14,6/28/2023 1:00:58 PM,,,,,,,,,,,,,,,,,1,,S. Stehn,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-14,6/28/2023 1:00:58 PM,1,1,1,False,0.1,3,5,6,6,0,20.1,Default,,,,0m,,,,,,,,,
DENA-HQ-TX-14,6/28/2023 1:00:58 PM,2,1,2,False,1,0,0,0,2.5,0,3.5,Default,,,,16m,,,,,,,,,
DENA-HZF-Z3-08,6/12/2003 5:28:06 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-08,6/12/2003 5:28:06 PM,-2147483648,1,0,False,1,1,1,,,,3,Default,to mineral,,,,,,,,,,,,
DENA-HZF-Z3-08,6/12/2003 5:28:06 PM,-2147483647,1,16,False,,4,6,3,,,,Default,to permafrost,,,,,,,,,,,,
DENA-HZF-Z3-08,6/14/2005 2:31:36 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-08,6/14/2005 2:31:36 PM,-2147483648,1,0,False,4,,,10,40,,54,Default,,,,,,,,,,,,,
DENA-HZF-Z3-08,6/14/2005 2:31:36 PM,-2147483647,1,16,False,,,,,,,0,Default,gravel,,,,,,,,,,,,
DENA-HZF-Z3-08,7/21/2009 4:02:29 PM,,,,,,,,,,,,,,,,,1,J Mitchell; C Campanelli; R Wilson; M Llanes; B McCreary; C Reynar,J Mitchell,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-08,7/21/2009 4:02:29 PM,-2147483648,1,1,False,,,,,39,,39,Default,to mineral,,,0m,,,,,,,,,
DENA-HZF-Z3-08,7/21/2009 4:02:29 PM,-2147483647,1,2,False,,,,,35,,35,Default,to permafrost,,,16m,,,,,,,,,
DENA-HZF-Z3-08,8/12/2021 7:22:50 PM,,,,,,,,,,,,,,,,,1,J OConnor,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-08,8/12/2021 7:22:50 PM,-2147483648,1,1,False,3,,,6,2,,11,Default,,,LTRNDL,0m,,,,,,,,,
DENA-HZF-Z3-08,8/12/2021 7:22:50 PM,-2147483647,1,2,False,,2.5,7,6,13,,28.5,Default,,,PLSC,16m,,,,,,,,,
A303-00-1385,7/19/2005 2:14:11 PM,,,,,,,,,,,,,,,,,1,RD,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
A303-00-1385,7/19/2005 2:14:11 PM,-2147483648,1,1,False,1,1,1,0,3,0,6,Default,,,,0m,,,,,,,,,
A303-00-1385,7/19/2005 2:14:11 PM,-2147483647,1,2,False,0,1,1,4,3,0,9,Default,,,,30m,,,,,,,,,
NOAT-NAV-H06,6/22/2011 2:31:40 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-NAV-H06,6/22/2011 2:31:40 PM,-2147483648,1,1,False,0,0,5,3.5,4.5,0,13,Default,top 0-2 cm charred SPHAG; lower duff includes some mineral soil,burned- light/mod severity,DM,,,,,,,,,,
NOAT-TUT-C06,6/25/2011 8:05:15 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-TUT-C06,6/25/2011 8:05:15 AM,-2147483648,1,1,False,0,2,1,11,0,0,14,Default,DM is slanted layer 1-3 cm; frozen below upper duff,unburned,SM,,,,,,,,,,
A185-86-123,7/13/2005 12:31:48 PM,,,,,,,,,,,,,,,,,1,Parker,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A185-86-123,7/13/2005 12:31:48 PM,-2147483648,1,1,False,0,1,3,4,3.5,2,13.5,Default,,,,0m,,,,,,,,,
A185-86-123,7/13/2005 12:31:48 PM,-2147483647,1,2,False,0,0,0,4,5,2,11,Default,,,,30m,,,,,,,,,
A185-86-123,7/26/2011 3:35:14 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
A185-86-123,7/26/2011 3:35:14 PM,-2147483648,1,6,True,0,1,0,0.5,0,0,1.5,Default,live moss basically growing on mineral soil,,,,,,,,,,,,
A185-86-123,7/26/2011 3:35:14 PM,-2147483647,1,12,False,0,0.5,0,0.5,0,0,1,Default,live moss basically growing on mineral soil,,,,,,,,,,,,
A185-86-123,7/26/2011 3:35:14 PM,-2147483646,1,18,False,1,0.5,0.5,2,4,0,8,Default,,,,,,,,,,,,,
A185-86-123,7/26/2011 3:35:14 PM,-2147483645,1,24,False,0,0.5,0,0,0,0,0.5,Default,live moss basically growing on mineral soil,,,,,,,,,,,,
B664-91-483,7/18/2005 1:41:18 PM,,,,,,,,,,,,,,,,,1,Parker,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
B664-91-483,7/18/2005 1:41:18 PM,-2147483648,1,1,False,0,0,0,4,4,1,9,Default,,,,0m,,,,,,,,,
B664-91-483,7/18/2005 1:41:18 PM,-2147483647,1,2,False,0,0,1,3,3,1,8,Default,,,,30m,,,,,,,,,
DENA-HZF-Z3-29,6/22/2003 6:02:49 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-29,6/22/2003 6:02:49 PM,-2147483648,1,0,False,3,0,0,7.5,3.5,,14,Default,,,,,,,,,,,,,
DENA-HZF-Z3-29,6/22/2003 6:02:49 PM,-2147483647,1,16,False,0,2,5,5,4,,16,Default,,,,,,,,,,,,,
DENA-HZF-Z3-29,6/15/2005 3:51:43 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-29,6/15/2005 3:51:43 PM,-2147483648,1,0,False,4.5,,,11,,,15.5,Default,,,,,,,,,,,,,
