MacroPlot Name,Date,Index,Transect,SampLoc,OffSet,LittDep,LiveMoss,DeadMoss,UppDuffDep,LowDuffDep,LichDep,FuelbedDep,ExpDLFuConSt,Comment,UV1,UV2,UV3,NumTran,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Visited,
DENA-HZF-Z3-29,6/15/2005 3:51:43 PM,-2147483647,1,16,False,,6.5,4,4.5,3,,19,Default,,,,,,,,,,,,,
DENA-HZF-Z3-29,7/24/2009 5:09:31 PM,,,,,,,,,,,,,,,,,1,R Wilson; M Llanes; C Campanelli; H Bradshaw,J Mitchell,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-29,7/24/2009 5:09:31 PM,-2147483648,1,1,False,,,,,8,,8,Default,to rock,,,0m,,,,,,,,,
DENA-HZF-Z3-29,7/24/2009 5:09:31 PM,-2147483647,1,2,False,,,,,16,,16,Default,to rock,,,16m,,,,,,,,,
DENA-HZF-Z3-29,7/14/2021 7:21:49 PM,,,,,,,,,,,,,,,,,1,J OConnor,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-29,7/14/2021 7:21:49 PM,-2147483648,1,1,False,,4,3,7,1,,15,Default,,,HYSP,0m,,,,,,,,,
DENA-HZF-Z3-29,7/14/2021 7:21:49 PM,-2147483647,1,2,False,,3,3,7,4,,17,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-22,6/21/2021 5:41:10 PM,,,,,,,,,,,,,,,,,1,J Barnes,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-22,6/21/2021 5:41:10 PM,-2147483648,1,1,False,2,,,5,16,,23,Default,,,LTRN/CONE,0m,,,,,,,,,
DENA-HQ-TX-22,6/21/2021 5:41:10 PM,-2147483647,1,2,False,,3,3,9,8,,23,Default,,,Moss,16m,,,,,,,,,
NOAT-ROK-B06,6/24/2011 11:44:32 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-ROK-B06,6/24/2011 11:44:32 AM,-2147483648,1,1,False,,,,4,13,,17,Default,bottom of plug broken; so some mixing; frozen below lower duff; starting into mineral soil,burned- moderate,UD,,,,,,,,,,
B664-91-470,7/18/2005 11:34:06 AM,,,,,,,,,,,,,,,,,1,Stinchfield; Olson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
B664-91-470,7/18/2005 11:34:06 AM,-2147483648,1,1,False,0,5,2,4,3,0,14,Default,,,,0m,,,,,,,,,
B664-91-470,7/18/2005 11:34:06 AM,-2147483647,1,2,False,0,0,2,4,5,1,12,Default,,,,30m,,,,,,,,,
DENA-HZF-Z3-30RL,8/18/2003 6:07:00 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-30RL,8/18/2003 6:07:00 PM,-2147483648,1,0,False,,3,3,6,7,,16,Default,,,,,,,,,,,,,
DENA-HZF-Z3-30RL,8/18/2003 6:07:00 PM,-2147483647,1,16,False,,3,2.5,5.5,8.5,,19.5,Default,,,,,,,,,,,,,
DENA-HZF-Z3-30RL,6/15/2005 3:56:43 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-30RL,6/15/2005 3:56:43 PM,-2147483648,1,0,False,,1,2,2,3,,8,Default,,,,,,,,,,,,,
DENA-HZF-Z3-30RL,6/15/2005 3:56:43 PM,-2147483647,1,16,False,,3,4,4,4,,15,Default,,,,,,,,,,,,,
DENA-HZF-Z3-30RL,7/25/2009 4:46:09 PM,,,,,,,,,,,,,,,,,1,R Wilson,J Mitchell,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-30RL,7/25/2009 4:46:09 PM,-2147483648,1,1,False,,,,,13,,13,Default,to rock,,,0m,,,,,,,,,
DENA-HZF-Z3-30RL,7/25/2009 4:46:09 PM,-2147483647,1,2,False,,,,,8,,8,Default,to mineral,,,16m,,,,,,,,,
DENA-HZF-Z3-30RL,8/11/2021 7:04:07 PM,,,,,,,,,,,,,,,,,1,J OConnor; R Nessle,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-30RL,8/11/2021 7:04:07 PM,-2147483648,1,1,False,,3,2,4.5,3,,12.5,Default,,,HYSP,0m,,,,,,,,,
DENA-HZF-Z3-30RL,8/11/2021 7:04:07 PM,-2147483647,1,2,False,,2,2,5.5,2,,11.5,Default,,,HYSP,16m,,,,,,,,,
NOAT-Racine-KUG-B,7/30/2017 10:08:08 AM,,,,,,,,,,,,,,,,,1,J. Hrobak,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,,,True,
NOAT-Racine-KUG-B,7/30/2017 10:08:08 AM,-2147483648,1,1,False,0,2,4,0,8,0,14,Default,Charcoal at 6cm (between DM and LD).,,DREPA3,,,,,,,,,,
NOAT-Racine-KUG-B,7/30/2017 10:08:08 AM,-2147483647,1,2,False,1,0.5,0,0,5,0,7.5,Default,1 cm of charcoal below LM. Included in fuelbed depth.,,DREPA3/MAPO,,,,,,,,,,
DENA-HQ-TX-28,6/24/2021 5:48:31 PM,,,,,,,,,,,,,,,,,1,J Hrobak; M Neuser,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-28,6/24/2021 5:48:31 PM,-2147483648,1,1,False,,1,1.5,5,12,,19.5,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-28,6/24/2021 5:48:31 PM,-2147483647,1,2,False,,2,2,3,5,,12,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-28,6/27/2023 2:49:21 PM,,,,,,,,,,,,,,,,,1,,S. Stehn,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-28,6/27/2023 2:49:21 PM,1,1,1,False,0.25,2,0.5,4,4,0,10.75,Default,,,,0m,,,,,,,,,
DENA-HQ-TX-28,6/27/2023 2:49:21 PM,2,1,2,False,0.25,3,3,3,4,0,13.25,Default,offset to E to avoid trail,,,16m,,,,,,,,,
DENA-HZF-C-15,7/24/2009 5:40:43 PM,,,,,,,,,,,,,,,,,1,J Mitchell; M Llanes; C Campanelli; H Bradshaw; R Wilson,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-C-15,7/24/2009 5:40:43 PM,-2147483648,1,1,False,,,,,11,,11,Default,To mineral,,,0m,,,,,,,,,
DENA-HZF-C-15,7/24/2009 5:40:43 PM,-2147483647,1,2,False,,,,,21,,21,Default,To mineral,,,16m,,,,,,,,,
DENA-HZF-C-15,7/15/2021 3:49:50 PM,,,,,,,,,,,,,,,,,1,J. O'Connor,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken  ,Sample Location,,True,
DENA-HZF-C-15,7/15/2021 3:49:50 PM,-2147483648,1,1,False,,4,3,11,8,,26,Default,,,,,,,,,,,,,
DENA-HZF-C-15,7/15/2021 3:49:50 PM,-2147483647,1,2,False,,2,4,4.5,4,3,17.5,Default,,,,,,,,,,,,,
NOAT-TUT-C03,6/25/2011 9:41:14 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-TUT-C03,6/25/2011 9:41:14 AM,-2147483648,1,1,False,,,,,,,,Default,no duff plug collected,,,,,,,,,,,,
B664-91-479,7/18/2005 10:39:17 AM,,,,,,,,,,,,,,,,,1,Stinchfield; Olson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
B664-91-479,7/18/2005 10:39:17 AM,-2147483648,1,1,False,0,0,2,6,4,1,13,Default,,,,0m,,,,,,,,,
B664-91-479,7/18/2005 10:39:17 AM,-2147483647,1,2,False,0,0,3,5,3,0,11,Default,,,,30m,,,,,,,,,
A391-90-57,7/6/2005 11:35:18 AM,,,,,,,,,,,,,,,,,1,Parker; Stinchfield; Allen,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A391-90-57,7/6/2005 11:35:18 AM,-2147483648,1,1,False,0,3,2,11,8,0,24,Default,,,,0m,,,,,,,,,
A391-90-57,7/6/2005 11:35:18 AM,-2147483647,1,2,False,0,3,1,4,8,0,16,Default,,,,30m,,,,,,,,,
A391-90-57,7/27/2011 9:37:28 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
A391-90-57,7/27/2011 9:37:28 AM,-2147483648,1,6,True,0,1.5,2.5,7,12,0,23,Default,,,,,,,,,,,,,
A391-90-57,7/27/2011 9:37:28 AM,-2147483647,1,18,True,0,1,3,7,17,0,28,Default,,,,,,,,,,,,,
A417-02-1025,7/13/2005 12:16:56 PM,,,,,,,,,,,,,,,,,1,Reynar; Ostmann; Olson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A417-02-1025,7/13/2005 12:16:56 PM,-2147483648,1,1,False,0.1,0,0,12,10,0,22.1,Default,Approx. 40% Sphag consumed in area.,,,0m,,,,,,,,,
A417-02-1025,7/13/2005 12:16:56 PM,-2147483647,1,2,False,0,0,18,7,7,0,33,Default,Approx. 40% Sphag consumed in area.,,,30m,,,,,,,,,
DENA-A274-H2,7/21/2016 12:57:05 PM,,,,,,,,,,,,,,,,,1,Jennifer Hrobak; Jennifer Barnes,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken,,,True,
DENA-A274-H2,7/21/2016 12:57:05 PM,-2147483648,1,1,False,,3,6,,4,,13,Default,Sampled in POJU. Unburned in 2015,,,,,,,,,,,,
DENA-A274-H2,7/21/2016 12:57:05 PM,-2147483647,1,2,False,,0.2,,,1.5,,1.5,Default,Sampled in CEPU,,,,,,,,,,,,
DENA-A274-H2,7/21/2016 12:57:05 PM,-2147483646,1,3,False,0.2,,,9,2,,11,Default,,,,,,,,,,,,,
DENA-HQ-TX-21,6/21/2021 5:39:23 PM,,,,,,,,,,,,,,,,,1,J Barnes; K Gates; R Nessle; M Neuser; J OConnor; K Cowan,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-21,6/21/2021 5:39:23 PM,-2147483648,1,1,False,,2,1.5,10,,,13.5,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-21,6/21/2021 5:39:23 PM,-2147483647,1,2,False,,4,1.5,3,8,,16.5,Default,,,HYSP,16m,,,,,,,,,
DENA-HZF-C-09,7/24/2009 5:40:11 PM,,,,,,,,,,,,,,,,,1,J Mitchell; M Llanes; C Campanelli; H Bradshaw; B McCreary,J OConnor,Surface layer burn severity,Surface layer code aat point where duff plug is taken,Sample Location,,True,
DENA-HZF-C-09,7/24/2009 5:40:11 PM,-2147483648,1,1,False,,,,,24,,24,Default,rock,,,0m,,,,,,,,,
DENA-HZF-C-09,7/24/2009 5:40:11 PM,-2147483647,1,2,False,,,,,28,,28,Default,rock,,,16m,,,,,,,,,
DENA-HZF-C-09,8/12/2021 3:36:50 PM,,,,,,,,,,,,,,,,,1,R. Nessle; J. O'Connor,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken  ,Sample Location,,True,
DENA-HZF-C-09,8/12/2021 3:36:50 PM,-2147483648,1,1,False,,5,2,19,14,,40,Default,Charcoal layer between UD and LD. Sampled to MIN.,,HYSP,,,,,,,,,,
DENA-HZF-C-09,8/12/2021 3:36:50 PM,-2147483647,1,2,False,,4,2,17,11,,34,Default,Thick charcoal layer between UD and LD. Sampled to MIN.,,HYSP,,,,,,,,,,
DENA-TLS-28,8/30/2022 5:56:37 PM,,,,,,,,,,,,,,,,,1,M. Behrens; T. Schaub; K. Gates,M. Behrens,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483648,1,1,False,0,4,4,3,8,0,19,Default,,,DUFF,0M,,,,,,,,,
DENA-TLS-28,8/30/2022 5:56:37 PM,-2147483647,1,2,False,0,6,6,5,3,0,20,Default,,,DUFF,16M,,,,,,,,,
DENA-TLS-24,6/23/2022 6:49:20 PM,,,,,,,,,,,,,,,,,1,J. Barnes; T. Schaub; M. Behrens,T. Schaub,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483648,1,1,False,0,6,8,7,11,0,32,Default,,,DUFF,,,,,,,,,,
DENA-TLS-24,6/23/2022 6:49:20 PM,-2147483647,1,2,False,0,13,18,7,5,0,43,Default,,,DUFF,,,,,,,,,,
DENA-HZF-Z3-07,6/14/2005 2:20:45 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-07,6/14/2005 2:20:45 PM,-2147483648,1,0,False,0,4,3,9,,,16,Default,,,,,,,,,,,,,
DENA-HZF-Z3-07,6/14/2005 2:20:45 PM,-2147483647,1,16,False,1,1,1,6,,,9,Default,,,,,,,,,,,,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,,,,,,,,,,,,,,,,,1,J Mitchell; C Campanelli; R Wilson; M Llanes,J Mitchell,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483648,1,1,False,,,,,10,,10,Default,to mineral soil,,,0m,,,,,,,,,
DENA-HZF-Z3-07,7/23/2009 3:54:00 PM,-2147483647,1,2,False,,,,,10,,10,Default,to rock,,,16m,,,,,,,,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,,,,,,,,,,,,,,,,,1,J OConnor,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483648,1,1,False,,2,1.5,4,2,,9.5,Default,,,HYSP,0m,,,,,,,,,
DENA-HZF-Z3-07,8/12/2021 7:22:58 PM,-2147483647,1,2,False,,2,1.5,4,2.5,,10,Default,,,HYSP,16m,,,,,,,,,
DENA-TLS-37,7/12/2022 2:25:04 PM,,,,,,,,,,,,,,,,,1,M Behrens; T Schaub,M Behrens,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-37,7/12/2022 2:25:04 PM,-2147483648,1,1,False,0,10,11,4,1,0,26,Default,,0M,DUFF,,,,,,,,,,
DENA-TLS-37,7/12/2022 2:25:04 PM,-2147483647,1,2,False,0,4,4,5,2,0,15,Default,,16M,DUFF,,,,,,,,,,
NOAT-ROK-B04,6/24/2011 8:53:15 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
NOAT-ROK-B04,6/24/2011 8:53:15 PM,-2147483648,1,1,False,,2,3,12,,,17,Default,scorched SPHAG; DM thickness variable; frozen below UD,burned- scorched,DM,,,,,,,,,,
DENA-TLS-33,8/2/2022 5:11:49 PM,,,,,,,,,,,,,,,,,1,M Behrens t schaub N tilges R brand,M Behrens,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483648,1,1,False,0,4,6,5,4,0,19,Default,,,DUFF,0M,,,,,,,,,
DENA-TLS-33,8/2/2022 5:11:49 PM,-2147483647,1,2,False,0,3,4,6,3,0,16,Default,,,DUFF,16M,,,,,,,,,
A185-86-143,7/13/2005 3:33:36 PM,,,,,,,,,,,,,,,,,1,Parker,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A185-86-143,7/13/2005 3:33:36 PM,-2147483648,1,1,False,0,1,2.5,13,5,0,21.5,Default,,,,0m,,,,,,,,,
A185-86-143,7/13/2005 3:33:36 PM,-2147483647,1,2,False,0,1,4,4,2,1,12,Default,,,,30m,,,,,,,,,
A185-86-143,7/26/2011 1:49:22 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
A185-86-143,7/26/2011 1:49:22 PM,-2147483648,1,6,False,0,3,2,5,17,0,27,Default,,POJU,,,,,,,,,,,
A185-86-143,7/26/2011 1:49:22 PM,-2147483647,1,18,False,0,0.5,0,12,13,0,25.5,Default,upper duff consists of SPHAG,CEPU,,,,,,,,,,,
DENA-TLS-25,8/30/2022 12:44:15 PM,,,,,,,,,,,,,,,,,1,M. Behrens; K. Gates,T. Schaub,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483648,1,1,False,1,3,3,5,5,0,17,Default,,,,,,,,,,,,,
DENA-TLS-25,8/30/2022 12:44:15 PM,-2147483647,1,2,False,0.5,4,2,5,6,0,17.5,Default,,,,,,,,,,,,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,,,,,,,,,,,,,,,,,1,J Barnes; K Gates; J OConnor,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483648,1,1,False,,2,2,3,5,,12,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-02,6/23/2021 6:06:44 PM,-2147483647,1,2,False,3,,,4,5,,12,Default,,,LTRH,16m,,,,,,,,,
DENA-HQ-TX-02,7/28/2023 7:22:29 PM,,,,,,,,,,,,,,,,,1,,S. Stehn,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-02,7/28/2023 7:22:29 PM,1,1,1,False,3,0,0,4,2.5,0,9.5,Default,,,,0m,,,,,,,,,
DENA-HQ-TX-02,7/28/2023 7:22:29 PM,2,1,2,False,4,4,4,2,4,0,18,Default,,,HYLSPL,16m,,,,,,,,,
DENA-HZF-Z3-19RL,8/16/2003 9:43:41 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-19RL,8/16/2003 9:43:41 AM,-2147483648,1,0,False,,2,2,7,3,,14,Default,to rock,,,,,,,,,,,,
DENA-HZF-Z3-19RL,8/16/2003 9:43:41 AM,-2147483647,1,16,False,,2,1,4,2,,6,Default,to mineral,,,,,,,,,,,,
DENA-HZF-Z3-19RL,7/24/2005 3:28:49 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-19RL,7/24/2005 3:28:49 PM,-2147483648,1,0,False,1,1,3,5,9,,19,Default,,,,,,,,,,,,,
DENA-HZF-Z3-19RL,7/24/2005 3:28:49 PM,-2147483647,1,16,False,,1,1,7,11,1,21,Default,,,,,,,,,,,,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,,,,,,,,,,,,,,,,,1,J Mitchell; R Wilson; M Llanes; C Campanelli; B McCreary; H Bradshaw,J Mitchell,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483648,1,1,False,,,,,,,0,Default,rock and gravel from road,,,0m,,,,,,,,,
DENA-HZF-Z3-19RL,7/25/2009 10:22:19 AM,-2147483647,1,2,False,,,,,15,,15,Default,,,,16m,,,,,,,,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,,,,,,,,,,,,,,,,,1,J Barnes; M Neuser; W Gautsch,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483648,1,1,False,,2,3,6,12,,23,Default,,,HYSP,0m,,,,,,,,,
DENA-HZF-Z3-19RL,8/11/2021 7:22:12 PM,-2147483647,1,2,False,,3,3,7,12,,25,Default,,,PLSC,16m,,,,,,,,,
DENA-HQ-TX-09,6/23/2021 2:33:27 PM,,,,,,,,,,,,,,,,,1,J Barnes; K Gates; J O'Connor,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-09,6/23/2021 2:33:27 PM,-2147483648,1,1,False,,5,3,3.5,2,,13.5,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-09,6/23/2021 2:33:27 PM,-2147483647,1,2,False,,4,2,5,2,,13,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-09,6/23/2023 12:12:30 PM,,,,,,,,,,,,,,,,,1,,S. Stehn,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-09,6/23/2023 12:12:30 PM,1,1,1,False,0,3.2,5,12.2,5,0,25.4,Default,,,,0m,,,,,,,,,
DENA-HQ-TX-09,6/23/2023 12:12:30 PM,2,1,2,False,0.2,3,4.5,9.4,3.3,0,20.4,Default,,,,16m,,,,,,,,,
DENA-HZF-Z3-06,6/11/2003 5:18:15 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-06,6/11/2003 5:18:15 PM,-2147483648,1,0,False,1,2,1,5,0,0,9,Default,to rock,,,,,,,,,,,,
DENA-HZF-Z3-06,6/11/2003 5:18:15 PM,-2147483647,1,16,False,0,2,0.5,5,1,0,8.5,Default,,,,,,,,,,,,,
DENA-HZF-Z3-06,6/15/2005 1:23:19 PM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z3-06,6/15/2005 1:23:19 PM,-2147483648,1,0,False,2,3,4,11,,,20,Default,,,,,,,,,,,,,
DENA-HZF-Z3-06,6/15/2005 1:23:19 PM,-2147483647,1,16,False,0,7,10,25,33,,75,Default,,,,,,,,,,,,,
DENA-HZF-Z3-06,7/23/2009 3:45:07 PM,,,,,,,,,,,,,,,,,1,J Mitchell; C Campanelli; R Wilson; H Bradshaw; M Llanes,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-06,7/23/2009 3:45:07 PM,-2147483648,1,1,False,,,,,17,,17,Default,to mineral soil,,,0m,,,,,,,,,
DENA-HZF-Z3-06,7/23/2009 3:45:07 PM,-2147483647,1,2,False,,,,,4,,4,Default,to rock,,,16m,,,,,,,,,
DENA-HZF-Z3-06,7/14/2021 8:39:35 PM,,,,,,,,,,,,,,,,,1,J Barnes,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z3-06,7/14/2021 8:39:35 PM,-2147483648,1,1,False,2.5,2,3,2,0.5,,10,Default,,,HYSP,0m,,,,,,,,,
DENA-HZF-Z3-06,7/14/2021 8:39:35 PM,-2147483647,1,2,False,0.5,2,3,4,2,,11.5,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-20,6/22/2021 5:37:20 PM,,,,,,,,,,,,,,,,,1,J Hrobak; M Neuser,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-20,6/22/2021 5:37:20 PM,-2147483648,1,1,False,,2.5,4,5,9,,20.5,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-20,6/22/2021 5:37:20 PM,-2147483647,1,2,False,,3,4,12,15,,34,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-06,6/23/2021 2:14:15 PM,,,,,,,,,,,,,,,,,1,Jennifer Horbak; McKinley Neuser,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-06,6/23/2021 2:14:15 PM,-2147483648,1,1,False,,1.5,2,8,7.5,,19,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-06,6/23/2021 2:14:15 PM,-2147483647,1,2,False,,1.5,2,12.5,13.5,,29.5,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-06,6/22/2023 12:01:10 PM,,,,,,,,,,,,,,,,,1,,S. Stehn,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-06,6/22/2023 12:01:10 PM,1,1,1,False,1,4,3.5,10,4,0,22.5,Default,,,HYLSPL,0m,,,,,,,,,
DENA-HQ-TX-06,6/22/2023 12:01:10 PM,2,1,2,False,1.5,5,3,6,2,0,17.5,Default,,,HYLSPL,16m,,,,,,,,,
DENA-TLS-39,6/22/2022 1:19:16 PM,,,,,,,,,,,,,,,,,1,M Behrens; J Barnes; T Schaub,M Behrens,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
DENA-TLS-39,6/22/2022 1:19:16 PM,-2147483648,1,1,False,0,4,3,13,10,0,30,Default,,0M,DUFF,,,,,,,,,,
DENA-TLS-39,6/22/2022 1:19:16 PM,-2147483647,1,2,False,0,2,5,12,5,0,24,Default,,16M,DUFF,,,,,,,,,,
DENA-HQ-TX-27,6/21/2021 5:46:11 PM,,,,,,,,,,,,,,,,,1,J Hrobak; M Neuser,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-27,6/21/2021 5:46:11 PM,-2147483648,1,1,False,,2,1.5,8,5,,16.5,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-27,6/21/2021 5:46:11 PM,-2147483647,1,2,False,,3,2,15,4,,24,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-05,6/23/2021 2:05:36 PM,,,,,,,,,,,,,,,,,1,Jennifer Hrobak; McKinley Neuser,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-05,6/23/2021 2:05:36 PM,-2147483648,1,1,False,,3.3,4,5,4.5,,16.8,Default,,,HYSP,0m,,,,,,,,,
DENA-HQ-TX-05,6/23/2021 2:05:36 PM,-2147483647,1,2,False,,4.5,5,4,8,,21.5,Default,,,HYSP,16m,,,,,,,,,
DENA-HQ-TX-05,6/26/2023 11:47:13 AM,,,,,,,,,,,,,,,,,1,,S. Stehn,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HQ-TX-05,6/26/2023 11:47:13 AM,1,1,1,False,3,5,3,4,3,0,18,Default,,,,0m,,,,,,,,,
DENA-HQ-TX-05,6/26/2023 11:47:13 AM,2,1,2,False,2,6,4,9,4,0,25,Default,,,,16m,,,,,,,,,
A417-02-1143,7/13/2005 9:23:15 AM,,,,,,,,,,,,,,,,,1,Reynar; Ostmann; Olson,J. Hrobak,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
A417-02-1143,7/13/2005 9:23:15 AM,-2147483648,1,1,False,0,0,0,5,12,0,17,Default,,,,0m,,,,,,,,,
A417-02-1143,7/13/2005 9:23:15 AM,-2147483647,1,2,False,0,6,,,,0,,Default,Dead Moss very deep (hit water). Did not measure farther. (Sphagnum?? - J. Hrobak),,,30m,,,,,,,,,
DENA-HZF-Z2-04RL,6/14/2005 10:23:40 AM,,,,,,,,,,,,,,,,,1,,,,,,,True,
DENA-HZF-Z2-04RL,6/14/2005 10:23:40 AM,-2147483648,1,0,False,2,1,1,16,,,20,Default,,,,,,,,,,,,,
DENA-HZF-Z2-04RL,6/14/2005 10:23:40 AM,-2147483647,1,16,False,0.5,2,0.5,5,13,,21,Default,,,,,,,,,,,,,
DENA-HZF-Z2-04RL,7/22/2009 3:11:05 PM,,,,,,,,,,,,,,,,,1,J Mitchell; C Campanelli; R Wilson; M Llanes,J OConnor,Surface layer burn severity,Surface layer code at point where duff plug is taken,Sample Location,,True,
DENA-HZF-Z2-04RL,7/22/2009 3:11:05 PM,-2147483648,1,1,False,,,,,35,,35,Default,to permafrost,,,0m,,,,,,,,,
DENA-HZF-Z2-04RL,7/22/2009 3:11:05 PM,-2147483647,1,2,False,,,,,23,,23,Default,to permafrost,,,16m,,,,,,,,,
DENA-HZF-Z2-04RL,8/12/2021 7:31:34 PM,,,,,,,,,,,,,,,,,1,M Neuser; W Gautsch,M Neuser,Surface layer burn severity,Surface layer code at point where duff plug is taken ,Sample Location,,True,
